Level,Date and Time,Source,Event ID,Task Category
Information,11/12/2022 20:58:38,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.AsyncTextService_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:37,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.AccountsControl_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:36,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\F46D4000-FD22-4DB4-AC8E-4E1DDDE828FE_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:36,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\E2A4F912-2574-4A75-9BB0-0D023378592B_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:35,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\c5e2524a-ea46-4f67-841f-6a9465d9d515_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:34,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\1527c705-839a-4832-9118-54d4Bd6a0c89_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:33,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.CallingShellApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:32,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.XGpuEjectDialog_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:31,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\NcsiUwpApp_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:30,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Win32WebViewHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:29,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.Apprep.ChxApp_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:28,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.CapturePicker_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:28,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.NarratorQuickStart_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:26,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Windows.ParentalControls_cw5n1h2txyewy\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:58:09,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9WZDNCRFJ3PT-MICROSOFT.ZUNEMUSIC
Information,11/12/2022 20:58:08,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJ3PT-MICROSOFT.ZUNEMUSIC
Information,11/12/2022 20:58:06,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ZuneMusic_11.2209.29.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Error,11/12/2022 20:58:05,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9MSSGKG348SP-MicrosoftWindows.Client.WebExperience.
Information,11/12/2022 20:58:04,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9MSSGKG348SP-MicrosoftWindows.Client.WebExperience
Error,11/12/2022 20:58:04,Microsoft-Windows-WindowsUpdateClient,20,Windows Update Agent,Installation Failure: Windows failed to install the following update with error 0x80073D02: 9WZDNCRFJBH4-Microsoft.Windows.Photos.
Information,11/12/2022 20:58:03,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9WZDNCRFJBH4-Microsoft.Windows.Photos
Information,11/12/2022 20:58:03,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9NBLGGH51CLL-Microsoft.Services.Store.Engagement
Information,11/12/2022 20:58:03,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.WebExperience_421.20070.765.0_x64__cw5n1h2txyewy\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,11/12/2022 20:58:01,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9NBLGGH51CLL-Microsoft.Services.Store.Engagement
Information,11/12/2022 20:58:01,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 20:57:59,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Photos_2022.31110.14005.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,11/12/2022 20:57:56,Microsoft-Windows-WindowsUpdateClient,19,Windows Update Agent,Installation Successful: Windows successfully installed the following update: 9PCFS5B6T72H-Microsoft.Paint
Information,11/12/2022 20:57:55,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\Abdo\AppData\Local\Packages\Microsoft.Paint_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 3 keys and creating 1 modified pages.
Information,11/12/2022 20:57:55,Microsoft-Windows-WindowsUpdateClient,43,Windows Update Agent,Installation Started: Windows has started installing the following update: 9PCFS5B6T72H-Microsoft.Paint
Information,11/12/2022 20:57:54,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Paint_11.2208.6.0_x64__8wekyb3d8bbwe\ActivationStore.dat was cleared updating 0 keys and creating 0 modified pages.
Information,11/12/2022 20:57:50,Microsoft-Windows-UserModePowerService,22,(18),Reapply power settings upon completion of the provisioning engine's turn 5
Information,11/12/2022 20:57:49,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 20:57:44,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 20:57:44,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 20:57:44,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 20:57:40,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat was cleared updating 0 keys and creating 0 modified pages.
Information,11/12/2022 20:57:18,Microsoft-Windows-WindowsUpdateClient,44,Windows Update Agent,Windows Update started downloading an update.
Information,11/12/2022 20:52:21,Microsoft-Windows-FilterManager,6,None,"File System Filter 'WIMMount' (10.0, ‎2015‎-‎06‎-‎07T13:43:04.000000000Z) has successfully loaded and registered with Filter Manager."
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_f52c4b8723f8dd33\Display.NvContainer\NVDisplay.Container.exe with process id 23500 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: ""C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_f52c4b8723f8dd33\Display.NvContainer\NVDisplay.Container.exe"" -f %ProgramData%\NVIDIA\DisplaySessionContainer%d.log -d C:\WINDOWS\System32\DriverStore\FileRepository\nv_dispi.inf_amd64_f52c4b8723f8dd33\Display.NvContainer\plugins\Session -r -l 3 -p 30000 -cfg NVDisplay.ContainerLocalSystem\Session -c
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Users\Abdo\AppData\Local\Programs\Microsoft VS Code\Code.exe with process id 23420 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: ""C:\Users\Abdo\AppData\Local\Programs\Microsoft VS Code\Code.exe"" 
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Program Files\Google\Chrome\Application\chrome.exe with process id 22980 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: ""C:\Program Files\Google\Chrome\Application\chrome.exe"" --type=renderer --lang=en-GB --device-scale-factor=1 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1670791181978875 --launch-time-ticks=582417791 --mojo-platform-channel-handle=5780 --field-trial-handle=1892,i,1819214950899268311,10826902901645651641,131072 /prefetch:1
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe with process id 22880 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: ""C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe"" -ServerName:App.AppXtk181tbxbce2qsex02s8tw7hfxa9xb3t.mca
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\System32\svchost.exe with process id 22864 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: C:\WINDOWS\system32\svchost.exe -k DevicesFlow -s DevicesFlowUserSvc
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe with process id 22812 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: ""C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe"" -f ""C:\ProgramData\NVIDIA\NvContainerUser%dSPUser.log"" -d ""C:\Program Files\NVIDIA Corporation\NvContainer\plugins\SPUser"" -r -l 3 -p 30000 -st ""C:\Program Files\NVIDIA Corporation\NvContainer\NvContainerTelemetryApi.dll"" -c
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\System32\RuntimeBroker.exe with process id 22752 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: C:\Windows\System32\RuntimeBroker.exe -Embedding
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\System32\wbem\WmiPrvSE.exe with process id 22552 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: C:\WINDOWS\system32\wbem\wmiprvse.exe
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\MiniSearchHost.exe with process id 22356 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: ""C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\MiniSearchHost.exe"" -ServerName:MiniSearchUI.AppXj3y73at8fy1htwztzxs68sxx1v7cksp7.mca
List of affected devices:
"
Warning,11/12/2022 20:52:21,Microsoft-Windows-Kernel-PnP,225,(223),"The application \Device\HarddiskVolume3\Windows\System32\svchost.exe with process id 22312 stopped the removal or ejection for the device PCI\VEN_8086&DEV_467F&SUBSYS_86941043&REV_00\3&11583659&0&70.
Process command line: C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s DisplayEnhancementService
List of affected devices:
"
